CustomerID,LastPurchaseDate,Frequency,MonetaryValue,Recency,R_Quartile,R_Score,F_Quartile,F_Score,M_Quartile,M_Score,RFM_Score_Concat,Segment
12855,2010-12-02 09:37:00,1,38.099999999999994,373,4,1,2,2,1,1,121,Hibernating/Lost
18019,2011-10-19 12:10:00,1,38.449999999999996,52,3,2,1,1,1,1,211,Hibernating/Lost
16659,2011-06-03 15:03:00,1,39.12,190,4,1,1,1,1,1,111,Hibernating/Lost
12977,2011-07-06 16:40:00,1,39.239999999999995,157,4,1,1,1,1,1,111,Hibernating/Lost
14589,2010-12-03 11:42:00,1,39.75,372,4,1,2,2,1,1,121,Hibernating/Lost
15178,2011-03-24 15:12:00,1,40.5,261,4,1,2,2,1,1,121,Hibernating/Lost
15992,2011-12-06 11:00:00,1,41.989999999999995,4,1,4,1,1,1,1,411,New Customers
14300,2011-11-21 08:57:00,1,43.2,19,2,3,1,1,1,1,311,Promising
15423,2011-11-01 14:01:00,1,43.5,39,2,3,1,1,1,1,311,Promising
12665,2011-01-19 08:34:00,1,45.0,325,4,1,2,2,1,1,121,Hibernating/Lost
14080,2011-11-07 11:09:00,1,45.599999999999994,33,2,3,1,1,1,1,311,Promising
15603,2011-09-22 10:04:00,1,48.480000000000004,79,3,2,1,1,1,1,211,Hibernating/Lost
14821,2010-12-08 08:43:00,1,48.8,367,4,1,2,2,1,1,121,Hibernating/Lost
18184,2011-11-24 15:28:00,1,49.8,16,1,4,1,1,1,1,411,New Customers
13011,2010-12-02 17:22:00,1,50.550000000000004,373,4,1,2,2,1,1,121,Hibernating/Lost
14351,2011-06-28 11:56:00,1,51.0,165,4,1,1,1,1,1,111,Hibernating/Lost
17844,2011-08-25 11:27:00,1,51.56,107,3,2,1,1,1,1,211,Hibernating/Lost
15313,2011-08-21 16:02:00,1,52.0,111,3,2,1,1,1,1,211,Hibernating/Lost
14682,2011-06-05 12:12:00,2,52.0,188,4,1,3,3,1,1,131,Need Attention
14865,2011-12-02 16:25:00,2,52.199999999999996,8,1,4,2,2,1,1,421,Promising
13832,2011-11-20 15:36:00,1,52.2,20,2,3,1,1,1,1,311,Promising
15504,2011-09-19 13:45:00,1,52.83,82,3,2,1,1,1,1,211,Hibernating/Lost
16349,2011-02-22 12:40:00,1,53.499999999999986,291,4,1,2,2,1,1,121,Hibernating/Lost
13366,2011-10-20 13:37:00,1,56.16,51,2,3,1,1,1,1,311,Promising
15899,2010-12-06 10:36:00,1,56.25,369,4,1,2,2,1,1,121,Hibernating/Lost
17775,2011-03-30 10:50:00,1,56.4,255,4,1,2,2,1,1,121,Hibernating/Lost
13080,2011-06-13 14:59:00,1,58.08,180,4,1,1,1,1,1,111,Hibernating/Lost
14957,2011-03-31 17:59:00,1,58.489999999999995,254,4,1,2,2,1,1,121,Hibernating/Lost
13682,2011-06-05 14:06:00,1,59.5,188,4,1,1,1,1,1,111,Hibernating/Lost
13391,2011-05-20 10:50:00,1,59.8,204,4,1,1,1,1,1,111,Hibernating/Lost
17174,2011-05-06 11:47:00,1,59.9,218,4,1,1,1,1,1,111,Hibernating/Lost
13194,2011-07-27 09:01:00,1,60.7,136,3,2,1,1,1,1,211,Hibernating/Lost
15516,2011-10-26 10:51:00,3,62.43,45,2,3,3,3,1,1,331,Need Attention
13218,2011-08-04 16:59:00,1,62.64,128,3,2,1,1,1,1,211,Hibernating/Lost
14840,2011-03-17 12:00:00,1,62.85,268,4,1,2,2,1,1,121,Hibernating/Lost
14437,2010-12-09 09:27:00,1,63.0,366,4,1,2,2,1,1,121,Hibernating/Lost
17263,2011-05-15 14:32:00,1,63.440000000000005,209,4,1,1,1,1,1,111,Hibernating/Lost
13302,2011-07-07 17:56:00,1,63.75,156,4,1,1,1,1,1,111,Hibernating/Lost
13130,2011-09-06 15:30:00,1,64.0,95,3,2,1,1,1,1,211,Hibernating/Lost
13684,2011-02-27 10:13:00,1,65.13,286,4,1,2,2,1,1,121,Hibernating/Lost
17382,2011-10-05 13:05:00,1,65.4,66,3,2,1,1,1,1,211,Hibernating/Lost
12548,2011-06-26 15:35:00,1,67.19999999999999,167,4,1,1,1,1,1,111,Hibernating/Lost
14393,2011-05-05 18:16:00,1,67.95,219,4,1,1,1,1,1,111,Hibernating/Lost
15863,2011-11-14 12:49:00,2,68.84,26,2,3,2,2,1,1,321,Promising
12401,2011-02-09 13:50:00,1,69.3,304,4,1,2,2,1,1,121,Hibernating/Lost
18037,2011-07-08 13:39:00,6,70.02,155,4,1,4,4,1,1,141,Need Attention
17022,2011-11-08 17:09:00,1,71.0,32,2,3,1,1,1,1,311,Promising
12686,2010-12-03 09:51:00,1,71.13999999999999,372,4,1,2,2,1,1,121,Hibernating/Lost
17747,2011-08-19 08:13:00,1,71.4,113,3,2,1,1,1,1,211,Hibernating/Lost
13185,2011-03-17 11:56:00,1,71.4,268,4,1,2,2,1,1,121,Hibernating/Lost
13938,2011-11-04 14:37:00,1,71.66,36,2,3,1,1,1,1,311,Promising
13686,2011-06-10 09:10:00,1,72.0,183,4,1,1,1,1,1,111,Hibernating/Lost
17906,2011-04-06 17:25:00,1,72.9,248,4,1,1,1,1,1,111,Hibernating/Lost
16171,2011-10-11 14:51:00,1,73.19999999999999,60,3,2,1,1,1,1,211,Hibernating/Lost
12506,2011-04-21 08:54:00,1,73.5,233,4,1,1,1,1,1,111,Hibernating/Lost
18032,2011-01-09 15:32:00,1,73.5,335,4,1,2,2,1,1,121,Hibernating/Lost
12659,2011-11-10 11:53:00,1,73.68,30,2,3,1,1,1,1,311,Promising
17960,2011-06-21 14:15:00,1,73.78,172,4,1,1,1,1,1,111,Hibernating/Lost
13095,2011-09-30 12:03:00,1,74.4,71,3,2,1,1,1,1,211,Hibernating/Lost
18050,2010-12-15 14:25:00,1,74.4,360,4,1,2,2,1,1,121,Hibernating/Lost
16468,2011-09-26 14:13:00,1,74.9,75,3,2,1,1,1,1,211,Hibernating/Lost
13403,2011-11-22 08:28:00,1,75.0,18,1,4,1,1,1,1,411,New Customers
16610,2011-05-04 13:13:00,1,75.66,220,4,1,1,1,1,1,111,Hibernating/Lost
17628,2011-09-19 15:21:00,1,75.75,82,3,2,1,1,1,1,211,Hibernating/Lost
17995,2011-03-03 12:30:00,1,76.1,282,4,1,2,2,1,1,121,Hibernating/Lost
15668,2011-05-06 10:39:00,1,76.32,218,4,1,1,1,1,1,111,Hibernating/Lost
16148,2011-02-16 14:01:00,1,76.32,297,4,1,2,2,1,1,121,Hibernating/Lost
14090,2011-01-19 10:51:00,1,76.32,325,4,1,2,2,1,1,121,Hibernating/Lost
18113,2010-12-06 12:31:00,1,76.32,369,4,1,2,2,1,1,121,Hibernating/Lost
13106,2011-07-29 15:12:00,1,76.5,134,3,2,1,1,1,1,211,Hibernating/Lost
17536,2011-06-15 13:23:00,1,76.5,178,4,1,1,1,1,1,111,Hibernating/Lost
14373,2010-12-16 15:40:00,1,76.55,359,4,1,2,2,1,1,121,Hibernating/Lost
13992,2011-11-09 15:23:00,1,76.8,31,2,3,1,1,1,1,311,Promising
12789,2011-10-05 13:34:00,1,76.85000000000001,66,3,2,1,1,1,1,211,Hibernating/Lost
13132,2011-03-23 12:44:00,1,77.3,262,4,1,2,2,1,1,121,Hibernating/Lost
12445,2011-11-17 18:43:00,1,77.4,23,2,3,1,1,1,1,311,Promising
14785,2011-11-29 13:21:00,2,77.4,11,1,4,2,2,1,1,421,Promising
17942,2011-12-02 10:45:00,1,77.5,8,1,4,1,1,1,1,411,New Customers
13651,2011-10-31 12:11:00,1,79.19999999999999,40,2,3,1,1,1,1,311,Promising
16078,2011-03-01 09:47:00,1,79.2,284,4,1,2,2,1,1,121,Hibernating/Lost
15753,2011-02-08 12:41:00,1,79.2,305,4,1,2,2,1,1,121,Hibernating/Lost
13747,2010-12-01 10:37:00,1,79.6,374,4,1,2,2,1,1,121,Hibernating/Lost
17752,2010-12-15 16:19:00,1,80.64,360,4,1,2,2,1,1,121,Hibernating/Lost
13967,2011-07-17 12:02:00,1,80.7,146,4,1,1,1,1,1,111,Hibernating/Lost
16789,2011-12-01 15:12:00,1,80.8,9,1,4,1,1,1,1,411,New Customers
18281,2011-06-12 10:53:00,1,80.82,181,4,1,1,1,1,1,111,Hibernating/Lost
17620,2011-10-11 12:08:00,1,81.44,60,3,2,1,1,1,1,211,Hibernating/Lost
13006,2011-10-14 13:49:00,1,81.57,57,3,2,1,1,1,1,211,Hibernating/Lost
17309,2011-09-05 15:20:00,1,82.75,96,3,2,1,1,1,1,211,Hibernating/Lost
13666,2011-10-10 15:39:00,3,84.65,61,3,2,3,3,1,1,231,Need Attention
15729,2011-05-11 12:36:00,1,85.0,213,4,1,1,1,1,1,111,Hibernating/Lost
13841,2011-04-01 12:10:00,1,85.0,253,4,1,2,2,1,1,121,Hibernating/Lost
15541,2011-08-17 14:58:00,1,85.13,115,3,2,1,1,1,1,211,Hibernating/Lost
12814,2011-08-30 12:11:00,1,85.92,102,3,2,1,1,1,1,211,Hibernating/Lost
13296,2011-07-25 13:46:00,1,87.4,138,3,2,1,1,1,1,211,Hibernating/Lost
15180,2010-12-07 14:57:00,1,87.5,368,4,1,2,2,1,1,121,Hibernating/Lost
15083,2011-03-28 12:18:00,1,88.19999999999999,257,4,1,2,2,1,1,121,Hibernating/Lost
12353,2011-05-19 17:47:00,1,89.0,205,4,1,1,1,1,1,111,Hibernating/Lost
14436,2011-09-02 10:13:00,1,89.06,99,3,2,1,1,1,1,211,Hibernating/Lost
14760,2011-02-15 16:27:00,1,89.2,298,4,1,2,2,1,1,121,Hibernating/Lost
14219,2011-12-05 16:23:00,1,89.94,5,1,4,1,1,1,1,411,New Customers
14974,2011-11-02 13:01:00,1,89.94,38,2,3,1,1,1,1,311,Promising
14117,2011-07-19 09:49:00,1,90.0,144,4,1,1,1,1,1,111,Hibernating/Lost
16597,2011-12-05 15:44:00,1,90.04000000000002,5,1,4,1,1,1,1,411,New Customers
15552,2011-05-06 14:47:00,1,90.12,218,4,1,1,1,1,1,111,Hibernating/Lost
16506,2011-11-20 12:17:00,2,90.30000000000001,20,2,3,2,2,1,1,321,Promising
18084,2011-11-23 13:57:00,1,90.48,17,1,4,1,1,1,1,411,New Customers
13947,2011-10-05 14:42:00,1,90.6,66,3,2,1,1,1,1,211,Hibernating/Lost
14353,2011-05-08 16:06:00,1,90.6,216,4,1,1,1,1,1,111,Hibernating/Lost
15488,2011-09-08 10:11:00,1,91.32,93,3,2,1,1,1,1,211,Hibernating/Lost
13160,2011-11-17 13:07:00,1,91.8,23,2,3,1,1,1,1,311,Promising
13551,2011-01-24 14:46:00,1,91.80000000000001,320,4,1,2,2,1,1,121,Hibernating/Lost
14054,2011-10-05 15:49:00,1,92.46000000000001,66,3,2,1,1,1,1,211,Hibernating/Lost
12821,2011-05-09 15:51:00,1,92.72,215,4,1,1,1,1,1,111,Hibernating/Lost
17991,2011-04-28 15:58:00,2,93.35000000000001,226,4,1,3,3,1,1,131,Need Attention
13283,2011-10-11 09:50:00,2,93.66,60,3,2,2,2,1,1,221,Hibernating/Lost
18227,2011-05-06 12:23:00,1,93.75,218,4,1,1,1,1,1,111,Hibernating/Lost
15428,2011-11-24 16:54:00,1,93.78,16,1,4,1,1,1,1,411,New Customers
18033,2011-10-05 17:28:00,1,93.82,66,3,2,1,1,1,1,211,Hibernating/Lost
15397,2011-02-23 09:25:00,1,94.0,290,4,1,2,2,1,1,121,Hibernating/Lost
16339,2011-02-28 13:41:00,1,94.05000000000001,285,4,1,2,2,1,1,121,Hibernating/Lost
16387,2011-01-21 11:34:00,1,94.36,323,4,1,2,2,1,1,121,Hibernating/Lost
18249,2011-11-22 15:07:00,1,95.34,18,2,3,1,1,1,1,311,Promising
17895,2011-10-26 17:00:00,1,95.44999999999999,45,2,3,1,1,1,1,311,Promising
17024,2011-10-25 13:47:00,3,95.85,46,2,3,3,3,1,1,331,Need Attention
14642,2011-10-12 11:08:00,1,96.11999999999999,59,3,2,1,1,1,1,211,Hibernating/Lost
15216,2011-09-13 11:41:00,1,96.6,88,3,2,1,1,1,1,211,Hibernating/Lost
17325,2011-03-04 13:09:00,1,96.8,281,4,1,2,2,1,1,121,Hibernating/Lost
12984,2011-11-21 12:37:00,1,97.5,19,2,3,1,1,1,1,311,Promising
15422,2011-01-20 16:17:00,2,97.7,324,4,1,3,3,1,1,131,Need Attention
17349,2011-06-13 14:29:00,1,98.25,180,4,1,1,1,1,1,111,Hibernating/Lost
17538,2011-11-14 12:12:00,1,98.42,26,2,3,1,1,1,1,311,Promising
15256,2011-07-14 11:47:00,1,98.45,149,4,1,1,1,1,1,111,Hibernating/Lost
17939,2011-07-03 12:27:00,1,99.14,160,4,1,1,1,1,1,111,Hibernating/Lost
13703,2011-01-25 13:10:00,1,99.5,319,4,1,2,2,1,1,121,Hibernating/Lost
14371,2011-02-17 16:35:00,1,100.5,296,4,1,2,2,1,1,121,Hibernating/Lost
17427,2011-09-29 11:29:00,1,100.8,72,3,2,1,1,1,1,211,Hibernating/Lost
14946,2011-11-25 13:33:00,1,100.9,15,1,4,1,1,1,1,411,New Customers
16498,2011-07-01 15:07:00,2,100.97,162,4,1,2,2,1,1,121,Hibernating/Lost
16344,2011-07-04 15:50:00,1,101.10000000000001,159,4,1,1,1,1,1,111,Hibernating/Lost
13101,2011-04-19 14:37:00,1,101.19000000000001,235,4,1,1,1,1,1,111,Hibernating/Lost
18086,2011-03-10 13:34:00,1,101.34,275,4,1,2,2,1,1,121,Hibernating/Lost
16006,2011-05-12 13:12:00,1,101.4,212,4,1,1,1,1,1,111,Hibernating/Lost
17643,2010-12-01 14:38:00,1,101.55000000000001,374,4,1,2,2,1,1,121,Hibernating/Lost
16516,2011-11-09 14:59:00,1,101.69999999999999,31,2,3,1,1,1,1,311,Promising
18068,2011-02-23 14:50:00,1,101.7,290,4,1,2,2,1,1,121,Hibernating/Lost
15212,2011-04-12 13:45:00,1,101.79999999999998,242,4,1,1,1,1,1,111,Hibernating/Lost
13948,2010-12-14 10:18:00,1,102.0,361,4,1,2,2,1,1,121,Hibernating/Lost
14981,2011-04-07 13:45:00,1,102.12,247,4,1,1,1,1,1,111,Hibernating/Lost
17962,2011-07-20 14:16:00,1,102.41,143,3,2,1,1,1,1,211,Hibernating/Lost
14836,2011-11-29 16:45:00,3,102.45000000000002,11,1,4,3,3,1,1,431,Need Attention
18011,2010-12-01 17:35:00,1,102.79000000000002,374,4,1,2,2,1,1,121,Hibernating/Lost
14542,2011-06-07 08:19:00,1,103.25,186,4,1,1,1,1,1,111,Hibernating/Lost
18255,2011-09-11 13:16:00,1,103.3,90,3,2,1,1,1,1,211,Hibernating/Lost
17548,2011-04-20 12:01:00,1,103.3,234,4,1,1,1,1,1,111,Hibernating/Lost
18174,2011-12-02 16:56:00,1,104.0,8,1,4,1,1,1,1,411,New Customers
12587,2011-12-02 12:47:00,1,104.0,8,1,4,1,1,1,1,411,New Customers
15958,2011-09-26 13:41:00,1,104.35,75,3,2,1,1,1,1,211,Hibernating/Lost
15607,2011-01-07 12:44:00,1,104.76,337,4,1,2,2,1,1,121,Hibernating/Lost
14027,2011-10-10 09:01:00,1,104.82,61,3,2,1,1,1,1,211,Hibernating/Lost
15775,2011-04-08 12:56:00,1,104.9,246,4,1,1,1,1,1,111,Hibernating/Lost
16581,2011-06-10 10:05:00,1,105.83999999999999,183,4,1,1,1,1,1,111,Hibernating/Lost
17791,2011-11-10 12:09:00,1,106.1,30,2,3,1,1,1,1,311,Promising
15070,2010-12-02 11:23:00,1,106.2,373,4,1,2,2,1,1,121,Hibernating/Lost
15168,2011-11-14 11:26:00,1,106.55999999999999,26,2,3,1,1,1,1,311,Promising
16757,2011-01-25 11:59:00,1,106.83,319,4,1,2,2,1,1,121,Hibernating/Lost
17893,2011-04-28 13:50:00,1,107.21,226,4,1,1,1,1,1,111,Hibernating/Lost
15395,2011-01-18 12:40:00,1,107.45,326,4,1,2,2,1,1,121,Hibernating/Lost
16784,2011-11-20 12:20:00,1,107.6,20,2,3,1,1,1,1,311,Promising
17274,2011-11-04 13:16:00,1,107.82,36,2,3,1,1,1,1,311,Promising
14661,2011-11-13 11:51:00,1,107.95,27,2,3,1,1,1,1,311,Promising
15935,2011-04-14 13:27:00,1,108.04000000000002,240,4,1,1,1,1,1,111,Hibernating/Lost
12956,2011-02-06 16:08:00,1,108.07000000000001,307,4,1,2,2,1,1,121,Hibernating/Lost
13226,2011-03-11 14:35:00,1,108.21000000000001,274,4,1,2,2,1,1,121,Hibernating/Lost
16106,2011-10-05 10:37:00,1,108.38,66,3,2,1,1,1,1,211,Hibernating/Lost
17639,2011-03-08 15:22:00,1,108.50000000000001,277,4,1,2,2,1,1,121,Hibernating/Lost
13170,2011-11-13 12:19:00,1,108.81,27,2,3,1,1,1,1,311,Promising
14345,2011-11-01 09:51:00,1,108.97999999999999,39,2,3,1,1,1,1,311,Promising
14699,2011-05-09 14:54:00,1,109.13,215,4,1,1,1,1,1,111,Hibernating/Lost
16363,2011-10-17 14:14:00,1,109.36000000000001,54,3,2,1,1,1,1,211,Hibernating/Lost
13133,2011-03-11 10:31:00,2,109.8,274,4,1,3,3,1,1,131,Need Attention
17836,2011-10-23 16:13:00,1,109.83000000000001,48,2,3,1,1,1,1,311,Promising
17746,2011-04-13 14:31:00,1,110.25,241,4,1,1,1,1,1,111,Hibernating/Lost
17901,2011-11-10 17:29:00,1,110.38,30,2,3,1,1,1,1,311,Promising
18277,2011-10-12 15:22:00,1,110.38,59,3,2,1,1,1,1,211,Hibernating/Lost
16792,2011-03-02 14:41:00,2,110.38,283,4,1,3,3,1,1,131,Need Attention
12734,2010-12-22 12:47:00,1,110.4,353,4,1,2,2,1,1,121,Hibernating/Lost
14641,2011-11-18 10:42:00,1,110.46,22,2,3,1,1,1,1,311,Promising
16963,2011-06-05 13:48:00,1,110.55000000000001,188,4,1,1,1,1,1,111,Hibernating/Lost
17957,2011-10-04 14:58:00,1,110.72,67,3,2,1,1,1,1,211,Hibernating/Lost
15853,2011-10-19 10:38:00,1,110.8,52,3,2,1,1,1,1,211,Hibernating/Lost
15537,2011-06-29 13:10:00,1,110.92000000000002,164,4,1,1,1,1,1,111,Hibernating/Lost
13144,2011-01-11 11:15:00,1,110.94999999999999,333,4,1,2,2,1,1,121,Hibernating/Lost
13508,2011-04-10 11:58:00,1,110.97,244,4,1,1,1,1,1,111,Hibernating/Lost
18120,2011-05-09 13:45:00,1,111.15,215,4,1,1,1,1,1,111,Hibernating/Lost
17887,2011-08-02 17:29:00,1,111.35,130,3,2,1,1,1,1,211,Hibernating/Lost
12756,2011-09-14 09:31:00,1,112.08,87,3,2,1,1,1,1,211,Hibernating/Lost
13193,2011-10-09 14:30:00,1,112.08000000000001,62,3,2,1,1,1,1,211,Hibernating/Lost
17900,2011-06-02 14:38:00,2,112.19999999999999,191,4,1,3,3,1,1,131,Need Attention
17967,2010-12-03 11:19:00,1,112.27000000000001,372,4,1,2,2,1,1,121,Hibernating/Lost
14271,2011-04-28 12:47:00,1,112.32,226,4,1,1,1,1,1,111,Hibernating/Lost
17038,2011-11-09 13:50:00,1,112.4,31,2,3,1,1,1,1,311,Promising
15610,2011-10-19 10:36:00,1,112.46,52,3,2,1,1,1,1,211,Hibernating/Lost
18129,2011-04-10 14:16:00,1,112.55,244,4,1,1,1,1,1,111,Hibernating/Lost
13807,2010-12-07 15:48:00,1,112.6,368,4,1,2,2,1,1,121,Hibernating/Lost
16697,2011-04-12 17:12:00,1,112.75,242,4,1,1,1,1,1,111,Hibernating/Lost
13161,2011-01-30 14:03:00,1,112.75000000000001,314,4,1,2,2,1,1,121,Hibernating/Lost
14689,2011-05-15 11:22:00,1,112.79999999999998,209,4,1,1,1,1,1,111,Hibernating/Lost
15280,2011-06-20 17:14:00,1,113.12,173,4,1,1,1,1,1,111,Hibernating/Lost
16913,2011-02-22 12:56:00,1,113.44,291,4,1,2,2,1,1,121,Hibernating/Lost
18105,2011-11-02 12:04:00,1,113.47999999999999,38,2,3,1,1,1,1,311,Promising
16828,2011-08-19 13:24:00,1,113.5,113,3,2,1,1,1,1,211,Hibernating/Lost
17217,2011-04-19 17:19:00,1,113.5,235,4,1,1,1,1,1,111,Hibernating/Lost
15445,2011-03-20 15:06:00,1,113.5,265,4,1,2,2,1,1,121,Hibernating/Lost
14457,2011-02-02 09:39:00,1,113.64,311,4,1,2,2,1,1,121,Hibernating/Lost
12651,2011-01-09 12:46:00,1,114.0,335,4,1,2,2,1,1,121,Hibernating/Lost
14582,2011-10-30 11:56:00,1,114.11000000000001,41,2,3,1,1,1,1,311,Promising
12938,2011-11-14 11:21:00,1,114.14,26,2,3,1,1,1,1,311,Promising
14652,2011-09-23 14:21:00,1,114.18,78,3,2,1,1,1,1,211,Hibernating/Lost
17219,2011-11-08 11:25:00,1,114.22999999999999,32,2,3,1,1,1,1,311,Promising
17852,2011-11-28 12:36:00,2,114.34,12,1,4,2,2,1,1,421,Promising
16247,2011-06-22 14:23:00,1,114.56,171,4,1,1,1,1,1,111,Hibernating/Lost
14632,2011-03-22 08:49:00,1,114.56,263,4,1,2,2,1,1,121,Hibernating/Lost
13188,2011-11-28 15:28:00,1,114.6,12,1,4,1,1,1,1,411,New Customers
14972,2011-08-03 14:54:00,1,114.77,129,3,2,1,1,1,1,211,Hibernating/Lost
18027,2011-09-02 10:38:00,1,115.31,99,3,2,1,1,1,1,211,Hibernating/Lost
13067,2011-09-18 13:38:00,1,115.46000000000001,83,3,2,1,1,1,1,211,Hibernating/Lost
15350,2010-12-01 13:33:00,1,115.64999999999999,374,4,1,2,2,1,1,121,Hibernating/Lost
14143,2011-07-29 09:48:00,1,115.8,134,3,2,1,1,1,1,211,Hibernating/Lost
17601,2011-04-14 18:02:00,1,116.00999999999999,240,4,1,1,1,1,1,111,Hibernating/Lost
17117,2011-02-24 13:54:00,1,116.2,289,4,1,2,2,1,1,121,Hibernating/Lost
13877,2011-09-14 15:49:00,1,117.24,87,3,2,1,1,1,1,211,Hibernating/Lost
16959,2011-09-13 15:03:00,1,117.35,88,3,2,1,1,1,1,211,Hibernating/Lost
17654,2011-03-07 13:17:00,1,117.54999999999998,278,4,1,2,2,1,1,121,Hibernating/Lost
12929,2011-02-01 12:08:00,1,117.85000000000001,312,4,1,2,2,1,1,121,Hibernating/Lost
13581,2011-02-03 14:41:00,1,118.0,310,4,1,2,2,1,1,121,Hibernating/Lost
14076,2011-08-02 15:19:00,1,118.66999999999999,130,3,2,1,1,1,1,211,Hibernating/Lost
14155,2011-03-18 14:13:00,1,118.75,267,4,1,2,2,1,1,121,Hibernating/Lost
17079,2011-09-22 15:34:00,1,118.8,79,3,2,1,1,1,1,211,Hibernating/Lost
15843,2011-02-09 10:19:00,1,118.95000000000002,304,4,1,2,2,1,1,121,Hibernating/Lost
16666,2011-11-20 14:01:00,1,118.97999999999999,20,2,3,1,1,1,1,311,Promising
15266,2011-01-05 13:40:00,1,119.3,339,4,1,2,2,1,1,121,Hibernating/Lost
16542,2011-10-17 10:47:00,1,119.61999999999999,54,3,2,1,1,1,1,211,Hibernating/Lost
14453,2011-06-02 14:15:00,1,119.93,191,4,1,1,1,1,1,111,Hibernating/Lost
14314,2011-08-25 10:39:00,1,119.99999999999999,107,3,2,1,1,1,1,211,Hibernating/Lost
14259,2011-07-21 10:44:00,1,120.0,142,3,2,1,1,1,1,211,Hibernating/Lost
18015,2011-12-05 14:49:00,1,120.03000000000003,5,1,4,1,1,1,1,411,New Customers
14165,2011-03-09 12:39:00,1,120.44,276,4,1,2,2,1,1,121,Hibernating/Lost
17446,2011-06-16 10:42:00,2,120.89999999999999,177,4,1,3,3,1,1,131,Need Attention
13002,2011-01-25 15:18:00,1,120.95,319,4,1,2,2,1,1,121,Hibernating/Lost
15512,2011-07-07 10:20:00,2,121.0,156,4,1,2,2,1,1,121,Hibernating/Lost
14413,2010-12-12 13:37:00,1,121.04999999999998,363,4,1,2,2,1,1,121,Hibernating/Lost
15049,2011-03-11 12:13:00,1,121.17,274,4,1,2,2,1,1,121,Hibernating/Lost
13182,2011-10-25 13:46:00,1,121.18,46,2,3,1,1,1,1,311,Promising
13244,2011-09-08 11:46:00,1,121.74,93,3,2,1,1,1,1,211,Hibernating/Lost
18018,2011-08-23 17:37:00,2,122.14,109,3,2,2,2,1,1,221,Hibernating/Lost
16073,2011-02-15 15:41:00,1,122.4,298,4,1,2,2,1,1,121,Hibernating/Lost
13638,2011-11-24 10:38:00,1,122.64,16,1,4,1,1,1,1,411,New Customers
13876,2011-10-07 10:22:00,1,122.7,64,3,2,1,1,1,1,211,Hibernating/Lost
13519,2011-09-22 18:24:00,1,122.75,79,3,2,1,1,1,1,211,Hibernating/Lost
15917,2011-04-06 10:40:00,1,123.1,248,4,1,1,1,1,1,111,Hibernating/Lost
16658,2010-12-06 13:47:00,1,123.23999999999998,369,4,1,2,2,1,1,121,Hibernating/Lost
14495,2011-10-20 12:28:00,2,123.80000000000001,51,2,3,2,2,1,1,321,Promising
16569,2011-12-06 15:32:00,1,124.2,4,1,4,1,1,1,1,411,New Customers
16849,2011-06-06 09:16:00,1,124.57,187,4,1,1,1,1,1,111,Hibernating/Lost
17148,2011-10-19 09:59:00,1,124.88000000000001,52,3,2,1,1,1,1,211,Hibernating/Lost
